id,action,subject,level,inference,beginner_npy_path,inference_npy_path,beginner_avi_path,inference_avi_path
p10_fslice_s1.npy,fslice,p10,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p10_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p10_fslice_s1.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p10_fslice_s2.npy,fslice,p10,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p10_fslice_s2.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p10_fslice_s2.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p10_fslice_s3.npy,fslice,p10,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p10_fslice_s3.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p10_fslice_s3.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p11_fslice_s1.npy,fslice,p11,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p11_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p11_fslice_s1.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p11_fslice_s2.npy,fslice,p11,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p11_fslice_s2.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p11_fslice_s2.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p11_fslice_s3.npy,fslice,p11,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p11_fslice_s3.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p11_fslice_s3.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p12_fslice_s1.npy,fslice,p12,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p12_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p12_fslice_s1.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p12_fslice_s2.npy,fslice,p12,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p12_fslice_s2.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p12_fslice_s2.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p12_fslice_s3.npy,fslice,p12,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p12_fslice_s3.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p12_fslice_s3.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p13_fslice_s1.npy,fslice,p13,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p13_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p13_fslice_s1.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p13_fslice_s2.npy,fslice,p13,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p13_fslice_s2.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p13_fslice_s2.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p13_fslice_s3.npy,fslice,p13,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p13_fslice_s3.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p13_fslice_s3.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p14_fslice_s1.npy,fslice,p14,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p14_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p14_fslice_s1.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p14_fslice_s2.npy,fslice,p14,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p14_fslice_s2.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p14_fslice_s2.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p14_fslice_s3.npy,fslice,p14,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p14_fslice_s3.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p14_fslice_s3.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p15_fslice_s1.npy,fslice,p15,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p15_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p15_fslice_s1.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p15_fslice_s2.npy,fslice,p15,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p15_fslice_s2.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p15_fslice_s2.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p15_fslice_s3.npy,fslice,p15,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p15_fslice_s3.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p15_fslice_s3.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p16_fslice_s1.npy,fslice,p16,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p16_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p16_fslice_s1.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p16_fslice_s2.npy,fslice,p16,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p16_fslice_s2.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p16_fslice_s2.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p16_fslice_s3.npy,fslice,p16,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p16_fslice_s3.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p16_fslice_s3.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p17_fslice_s1.npy,fslice,p17,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p17_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p17_fslice_s1.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p17_fslice_s2.npy,fslice,p17,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p17_fslice_s2.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p17_fslice_s2.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p17_fslice_s3.npy,fslice,p17,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p17_fslice_s3.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p17_fslice_s3.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p18_fslice_s1.npy,fslice,p18,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p18_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p18_fslice_s1.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
p18_fslice_s2.npy,fslice,p18,beginner,p32_fslice_s1.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/beginner/p18_fslice_s2.npy,/workspace/dataset/skeleton_output/forehand_slice_skeleton/experts/p32_fslice_s1.npy,/workspace/dataset/VIDEO_RGB/forehand_slice/beginner/p18_fslice_s2.avi,/workspace/dataset/VIDEO_RGB/forehand_slice/experts/p32_fslice_s1.avi
